text,sentiment
Here is a picture of how it arrived. I would expect a full bottle for the price.  It did not leak into the package and it was sealed tight.  Just not filled. It smells very nice but you cannot smell it unless you get your nose right next to it. I would really like this company to improve as I would love a diffuser to help my house smell like balsam/evergreen. I love that smell and not just at Christmas.,Negative
"This could be a beautiful cuff, but the cut off the gauge is seriously crooked.  It's very apparent and for that I'm disappointed.  Had it been flush or closer to, I'd love it.",Negative
This was much smaller than I expected.  Not really happy with the final product.  The color of the November stone almost looks clear.  The writing is so small it it almost impossible to read.,Negative
As described but packaging could have been better for the price,Negative
"Wax smells decent enough- not exactly what I imagined or was hoping for, but that's the danger in ordering online. Package shipped on April 26 and didn't arrive until May 9, so just a heads up that it will take a long time to get to you (I ordered on April 24)",Negative
Great looking item. It came in bent- not too happy.,Negative
"This is a complete rip off!!!  Don't waste your $$ or time!  It turned within a few days of wearing it!!!!!!!!!!!  LOOK ELSEWHERE, DO NOT GET SCAMMED!!!!!!!!!",Negative
This is a paper poster not a sign as I thought it was advertised to be,Negative
Wasn’t happy. Returned for refund.,Negative
"The picture itself is funny and that's why I bought it, when I received the product the top part of the photo was bent as if it was folded down and the picture  looked slightly blury, i didn't want the hassle of returning and waiting for a new one and possibly  having that one bent as well so I still put it in a frame and hung it up....its only my kids bathroom  so not a huge deal but you can still see the bend mark within the frame.",Negative
"The product is stunning for the price. However, for the price you get what you pay for. I bought the bracelets wear to a wedding. I didn’t even make it to the start of the ceremony before it broke.",Negative
"I love the design and storage capacity of this bag, however I’m very disappointed with the damage it arrived with (see photos)<br /><br />This arrived wrapped in plastic, which the buckles had broken through. When I removed it the first thing I noticed was the right-side buckle, which hadn’t been properly aligned to its magnetic closure and appears lopsided when the bag is closed. The same buckle’s leather is also noticeably damaged where it wraps around the metal buckle, it almost looks as though it was repurposed from a used item. Strange since the right-side buckle does not have any of the same issues, it was properly aligned and has no raw edges.<br /><br />There is no need to unbuckle the bag to access the interior, if you lift the buckles it opens using only the magnetic closures. The interior is lined with a green material that feels similar to jute;  the color is not what is advertised, but since it isn’t visible I’m not bothered by it. The woven texture is already pilling, however, and if keys or something similar were to scrape against the side the lining would be easily damaged, I’m not holding out much hope for its longevity.<br /><br />The front of the bag has a long scrape down the entire length, and when turned over there are also indentations on the back. It seems when stored they were packed too tightly against each other which left damage on both sides of the bag. While I love the look of worn/vintage leather, that isn’t the effect these marks give.<br /><br />I was really excited to receive this bag, and am so sad that I can’t recommend it. There is a clear lack of quality control in the production and, since it was shipped in clear plastic as its only protector, the manufacturers seem to have had every opportunity to inspect and remove this particular item and chose not to.",Negative
[[VIDEOID:8b03a70c569f973cb64c965e426c8895]] Whipped?  Not so much. I got a half jar of brown scented oil. But it does have a nice scent.,Negative
Not happy it was a bad purchase,Negative
Slightly blurry and it’s just a sticker over the blade couldn’t use the blade for anything. I know it’s to be collected but I still expect a knife to have a usable blade.,Negative
"I am a retired police officer and spent much time at the gun range and I did not think this had the aroma of gun powder. But, they did send me a sample of OIL which I liked and thought smelled exactly like oil.",Negative
I bought these for a back up to my nose ring when I got them I should have known by the price they were cheaply made and looked like they would have fit a Barbie doll. Sent back.,Negative
Ok but smaller than we thought.  Always read the measurements!,Negative
Shirts came out really cute but the women size shirt did not go according to plan. I normally wear a Lg and went XL. My mom wears a M and she went L. No go. My mom tried my XL and it barely fit her. Don’t go one size up go like 3 sizes in the women’s Ts.,Negative
It was just a small ceramic ornament cute but certainly not worth $25,Negative
Not worth $19.99. It's very thin and the bark was falling off in the package. This is more like a $7 item.,Negative
Two of the prints had too much of a pink tone.  Nothing like the pictures.  Only kept them to use the other three. Tried contacting the seller. One star because seller would not respond.,Negative
It's kind of chunky and it bumped it falls apart but for the most part it stays together and does his job but it just looks a little ghetto and really big,Negative
Very bad made broke same day my daughter got it,Negative
"They came in so cute and after the first day, with careful hand-washing, all of the decals started peeling off of both of them. So disappointing.",Negative
It was not what I expected,Negative
I waited months for this product to arrive. I made a point to position the tablet so the shower would not hit it. It lasted 15 seconds in the shower. Over priced for a product that lasts 15 seconds.,Negative
"I have worn this for 2 days and the pendant is grey/black (I couldn't even call it tarnished at this point).<br />When I purchased it claimed ""sterling silver "" which is why I purchased. Cheapest rubbish and after looking,  the pendant has no silver stamp on it. Don't waste your money!!!!",Negative
No smell whatsoever. Total waste of money. I really shouldn’t even give it one star it was that bad.,Negative
Poorly made. The clasp broke after one wearing.,Negative
"I was very disappointed to find that that this 2-pack of frames, which were both to hold 4 X 6 photos, turned out to be one for a 4 X 6 photo, and one for a 5 X 7 photo. They will not be the matched pair I had planned on.",Negative
The first time i wore these earrings the cameo fell off never to be found or worn again,Negative
Poor quality fabric messy writing<br />Looks like a felt pin was used<br />Plus totally gross a black hair was inside when I unfolded it,Negative
"What I got was really awful. It was not hand printed, it was computer generated, and in addition several words were misspelled. These folks took a great concept; got in a hurry and totally ruined it. So sad because it was a great idea. They probably should have charged more and done it right.",Negative
"Many of the stars where misfired they did not even look close to stars, the instruction video show a piece to install the stickers and it did not come with one.",Negative
The hanger looks beautiful but the name and date is not sturdy at all. I took it out of the box very carefully and the words bent very easily.,Negative
Dislike to smallpox,Negative
I order it because the amazing reviews but I did not receive any letter or special packaging and that’s ok... but I expected some smell from the oil. it seems to be very diluited it does not smell like an essential oil. I dont recomend this product.,Negative
"It is just a photo printed. Same thing you could do at Walmart for a few cents. The print is a nice print, but not close to being worth 13 dollars. Maybe $1.",Negative
"Will not fit average adult wrist, very small",Negative
I thought this would be something other than just a peice of photo paper - wrong! Just type this up yourself and go to Walmart to print it. It will be the same thing and cheaper.,Negative
Shame on me for not reading the very smallll fine print. I thought these pictures were on a canvas ready to hang up but instead I have 4 printed pictures that I need to purchase a frame for. Not worth the money I paid for them.,Negative
You just as well kiss a five dollar and see if it sticks to anything. All you're doing is wasting five dollars.,Negative
Broke 2 days after outting it on.,Negative
"Have requested return over a week ago, no response from seller.  Item not quite up to par.",Negative
I thought I was buying the dish.  Turns out I could use the item so no return.,Negative
Tarnished within a week!,Negative
terrible quality & one of the birds upside down even.,Negative
picture of a picture..like our you serious? i could have screen shot the pic on my phone and printed it out myself ..get it together..false ad..you should be embarassed!,Negative
They bend to easily and mess up design.,Negative
This is not at all what I believed it to be.  Very disappointed.  Will be returning,Negative
This is not what the picture is. I’m upset it’s a rooster. And it’s not easy to stamp the egg. I would have been fine with it not stamping correctly it’s for my daughter but I didn’t want to stamp out eggs with a rooster when in the pictures it’s a hen.,Negative
"Nice looking but they are so thin and flimsy. When I say paper thin, I mean it. More like a sticker than a magnet. Doesn’t stick well either. Don’t have time to order elsewhere or I would.",Negative
It was just a few prints. Nothing special. I guess you get what you pay for.,Negative
It's pretty BUT can definitely ruin your paint,Negative
Will tarnish. Not worth the money.,Negative
"""not at all what I expected; the scent did not smell like Lavender fragrance; I was disappointed; one of my favorite wax-melt fragrances is Lavender, but will not consider ordering this brand in the future.",Negative
"Barely look like the photo, not blue like they should be, the ‘gold’ is cheap and tacky looking. Huge disappointment.",Negative
Unfortunately I am not very satisfied with my necklace that my husband got me for Mother’s Day as cute as it is it’s very delicate and it broke and I’ve only had it for like five weeks so I would highly recommend NOT buying this necklace!,Negative
I don't buy these specifically because they have really bad gold weight.<br />I only buy rings like this where the Gold it not HOLLOW behind the ring.,Negative
"Cute, but probably costs less than a dollar to make.  Should not be charging more than $3, in my opinion.  It’s small, is just a printed photo, and didn’t even have the ribbon attached.",Negative
Smells nothing like a pipe or even what's in the description.  They smell like Werther's caramel.  Very disappointed.,Negative
"Yes this looks nice, but there doesn't seem to be any healing properties, I was hoping for better sleep, and feel more energy.",Negative
Not Kawaii- knock off; tiny container.,Negative
it was so so thin narrow ring.,Negative
"They were thin and danity, which is what i wanted.. but if you plan on taking them on and off every day, good luck! They are very thin, extremely hard to latch and they bend and distort very easily. I could make these at home with some wire for less then what i paid for these. Save your money!!",Negative
Doesn’t look like the item I bought. Cheap chain and no leather strap. I hate it! Do not order from this vendor!,Negative
first off the quality matched the price. i purchased a cheap personalized necklace from amazon before but the vendor was no longer available so i tried this one ... never again the name looks horrible and i was still going to wear it because it has my sons name but it has my neck broke out so bad i just threw it away !,Negative
"Okay<br />I got this product because I was looking for a hair growth oil that has ingredients to help with itchy dry scalp, but when I put it on my hair it just weighed it down ,and it didn't do anything for my low porous hair,or itchy scalp, and I later found out that fenugreek and moringa oil would be best for someone with high porosity hair or normal hair, and not someone like me with low porosity hair. But I didn't use much of it so I'm hoping that I could find someone who has normal to high porosity hair and give it to them, because, that was no doubt the reason why this product did not work for me.<br />I hope that this review is helpful.",Negative
Just cut<br />The crap<br />This is<br />All dirt,Negative
"They were not aesthetically pleasing, and a few prints came creased/torn. I could only use a couple of the prints.",Negative
"Was great until I was exfoliating in the shower. Long story short, it broke after 2 weeks",Negative
Letters are super small and light weight. A complete waste of $60! Does not look anything like the advertisement. Very dissatisfied and seller will not let me return!,Negative
Dangling stone fell off first time wearing,Negative
Finish wore off in less than a month.<br /><br />Got what what I paid for......and apparently I paid for garbage.,Negative
"Very small, not worth the money.  Would not have bought if I had seen out.",Negative
"Very frail, broke easily. Should be sold for less.",Negative
"This is a fake black tourmaline stone. It looked like it was glued together, stone was soft not hard like it should be, and not 6-sided as true black tourmaline are. Buyers that are looking for a real genuine raw black tourmaline this is not it.",Negative
The quality of the chain is fine but the arrow itself looks like it was already used and seemed oxidized. You can even see it that they both are different colors. Maybe I’ve got a copy that was returned before. I don’t know but I was disappointed,Negative
Leaves a sticky feel on my hair and has a weird smell that's unplesant.,Negative
"It is cute, but I wouldn't recommend it. I have had it for a couple months now, and I am already looking for a replacement as it is scratched up pretty good. Also, it is much smaller than I had imagined. Don't buy this. Was a waste of money for sure.",Negative
Not worth buying,Negative
Cheap quality. The bracelet didn’t even last me two months.,Negative
"I was excited to receive the new shoes. Extremely disappointed to find out they flop when trying to walk in them. I've worn backless shoes many times, & could easily keep them on. These do not stay on my feet! Sad thing is, they are non returnable!!! What a rip off! Guess I learned my lesson!",Negative
After about a month the pendant fell off and the slide not in the back unraveled!,Negative
"This was a gift for my niece, she loves it but I do not, because I know better.  She loves anything I gift her but truly the quality of this was as if I would have laminated it myself at home, honestly, that may have been better.  The material is cheap, not sturdy enough, and the font is not legible.  I will not order this again.",Negative
Lightweight earring but they keep twisting backwards and getting caught or twisted within the post,Negative
I had been looking at many different signs with the saying sweet dreams and I selected this one because I was able to customize the size. After ordering I realized how much I did not like the font. I tried to cancel the order but was unable to… And I tried to return the sign and it would be a $70 charge. So I’m stuck with a sweet dreading sign over my bed.,Negative
It is too fragile easy to break,Negative
"Lo compre en octubre para regalo de Navidad de mi esposo y para sorpresa extremadamente pequeño y nada que ver para el precio, pobre calidad, el vendedor nada que te ayuda simplemente aun diciendole que esta nuevo en su cajita no acepta la devolucion por estar pasado de tiempo. Nada profesional al menos podia ayudar al cliente aunque hiciera un descuento. NO RECOMIENDO HACERLE COMPRAS A ESTE VENDEDOR. 👎👎👎",Negative
"In fairness, the small print does disclose that a frame is not included.  But the picture clearly displays a frame.  $16.00 for a sheet of rag paper.",Negative
Not worth it. It’s basically printed paper. I don’t know how tf I’m supposed to stick it up the wall. Should definitely come with a glue to peel off.,Negative
"It has a bad smelling undertone that makes the whole house stink. It does initially smell like lemons, but after a few minutes smells really bad (waxy/rotten fruit/sour).",Negative
That was the worst piece of jewelry I've ever bought. Costume jewelry lasted longer than this earring. Turned my ear green n black around the pierced area. The so-called m sterling metal started crumble peeling off with some time type of crushing around the ball.... Waste of money. Quality mi rassss,Negative
Disappointed!! It is the perfect size and would be a great addition except it smells. Have tried a few things and still can't get it to not stink like mold!,Negative
"if you are ordering this for a small child, this would be great.",Negative
"Pretty brownish, looks like dirt.",Negative
Very small and bendable,Negative
Can’t really smell anything,Negative
What you see here is NOT what you get. It's more of a necklace pendant rather than a dog/cat tag. And i say necklace beacise they literally sent me a necklace. I only will not be returning this beacuse it does have my info on the tag so it will suffice so that my cat can roam. But really they advertise this product the worng way.,Negative
Not what I was expecting. This was literally a copied 8x10 print.,Negative
Received broken sent back,Negative
Nice print but when I saw ad on line it looked like a print stretched on a box frame but it was a flat 8 by 10 print.,Negative
These earrings were super cute and I was very excited to wear them.  They fit perfectly and looked amazing.  The only problem is that after wearing them for not even 24 hours the bar broke off from the stem.  They are super cute earrings and I wish I could’ve gotten more time to wear them before their early demise.,Negative
Pretty but too heavy for me,Negative
The picture of the stackable rings is very misleading. The rope ring is great but the solid one is a very cheap thin piece of copper wire. Would never purchase from this vendor again.,Negative
"Horrible , literally 2 days after I purchased this bracelet for my 3 months old baby , his wrist was green and the bracelet was brown. Horrible product , do not get it !",Negative
"The chain is really cheap, so it broke the second day I wore it . I lost one of the jewels when it broke. Disappointed.",Negative
Too strong  I couldn't stand it,Negative
[[VIDEOID:e50a3a286858da45b9e51d30be27c542]] I didn’t know obsidian stone turns clear after exposure to multiple showers and dish washing what a versatile stone!!!  🙄🙄🙄,Negative
"The CZ is super dull- it’s grayish in color and not sparkly at all. I work in jewelry and I don’t think this is actually even a CZ. The metal was disappointing too. Almost like a brushed brass instead of polished gold like the photo, and made my ear itch. I’m not allergic to gold or surgical steel so I don’t think the piece was at all what the seller described. I would post a pic for you guys but as I was taking it off it broke, so I just tossed it. Sorry! I literally never write negative reviews but for $18 it was definitely a let down!",Negative
Have to cut each one and they unravel rapidly.,Negative
Unfortunately this bracelet broke. I was so disappointed. The packaging was beautiful and I thought I purchased a good solid product BUT to my disappointment the strings didn’t hold the beads. Poor quality,Negative
18mm is 0.70 inches in length.  At $20+ you should be getting 2 handfuls of raw moonstone considering you can get a 2 inch moonstone for around $1.50 at your local Mast General Store.  Do your research folks.  Don't let someone on the internet aping off the current fad of faux spiritualists rip you off.,Negative
I was very disappointed I'm this item. It was small and unframed. It was basically a small picture that looked like it had been printed out. Not as described,Negative
Not what I thought,Negative
"I ordered a size large in women’s for my daughter who likes things oversize. The shirt is tiny. Unfortunately they do not offer returns or exchanges so I’m stuck with a shirt that would probably fit a five-year-old. I do not recommend buying from the shop, especially due to their return policy.",Negative
Not big at all said not fit across the front of car like pictured it is a few inches long is all very small.,Negative
"Understanding these are CZ's they are ok quality but they are full round studs, the picture looked more of a square setting.  The screw on backs to these are impossible to screw on! The screw on round backing is WAY to tiny and hard to hold between your fingers just to take a picture, not mention to do this behind your ear?!?!!  I dropped one of the backings on the first time and it rolled into a small crack or hole on my floor to a 4th dimension or black hole... to where I will never find again.  Save your money.",Negative
it’s not a real crystal,Negative
"We thought the product was made very cheaply, especially considering the price. The product also came damaged.",Negative
Tarnished on me very quickly.  I thought it was stainless steel but doesn’t seem to be. Cute while it lasted though. Wore for about a month.,Negative
"I have other decor that's actually printed on old dictionary paper, this is just a photo copy (for the same price I paid for real dictionary paper). Returned.",Negative
Mine came with a bend in the corner and the photo stock paper had an aged look to it. It's ok - not wowed by it.,Negative
The engraving was sloppy,Negative
Cup had a scratch on it! Sorta noticeable.,Negative
"looks nice, but broke after two weeks of use.<br />Metal is not strong and the stones cracked",Negative
This came as a piece of cheap paper. Don’t buy it!,Negative
"The handwriting matches perfectly, HOWEVER.  I have only worn the bracket 2x and it is already changing colors. You can see it on the v and e.",Negative
Does not look like it layvasbthenoucture shows,Negative
These are very cute but not sturdy at all. Mine were broken when I received them.,Negative
The T shirt is fine but I found something I like better and this is ineligible for returns. The description was very misleading and now I’m out $25.,Negative
"Came late, bent up and parts unglued",Negative
"I followed all the instructions for putting this up. I was super excited to put this up in my toddlers room. When it was time to peel the rest of the paper off (the sticker had been up on the wall), it peeled all the letters off with it. I tried several different ways and it ended up ripping the lettering. Had to throw it in the trash.",Negative
They would not stick at all to a plastic mailbox. Had to throw them away.,Negative
One of the white stone was missing when I received the ring. Poorly made. Seller never contacted. Won't suggest this product.,Negative
I expected so much more.  I gave them with an apology.,Negative
Terrible quality fell apart before even putting up. Didn’t even come with enough screws to put together and thrown in a makeshift box! I should have flushed my $$ down the toilet. Screws it came with were too small to go through the product and into a wall and the ore made hole with the screws given went right threw the shelf breaking it before it could be assembled and used. I’d rate no stars if it let me.,Negative
Not genuine sterling silver or hypoallergenic.  The earrings are very flexible like plastic and irritate my earlobes.,Negative
This name tag broke the same day we got it. I was so sad since it was beautiful but it took 2-3 weeks to receive which I expect for a custom made tag. But it was cheap and broke very easily. We couldn’t even fix it to make it work the tag broke right at the rim so if we drilled a hole they it to make it work we would have ruined our dogs name on it.,Negative
Disappointed,Negative
Much smaller than expected. Pretty though. You can make these yourself. Not difficult to do. But for the price they are nice.,Negative
"The mask material is fine and the idea of it is great, however the fit is horrid. Even if wearing it for 5 seconds the cut and fit of it is such that it slides up and pokes you in the eye. So the mask itself then is not comfortable which defeats the whole purpose of me buying this mask. If I have to keep pulling it out of my eyes it isn’t ideal to travel.",Negative
Not as expected - does not look hand crafted - very disappointed,Negative
"They are not beaded.. they are plain earrings. They are nice, but not what I bought.",Negative
Very smaller then what was showing does not stick like it should’ve over charge for what it was worth,Negative
The poster was way to big. I clicked on the wrong size. Wanted to return it but have yet to receive a return shipping label. Everytime I try to click claim it says error. So now I’m stuck with a poster I don’t need.,Negative
"I only received one of the two I ordered, shipping took a very long time, and the one I received seemed smaller and cheaper than it looked online.",Negative
The words came off within 3 days,Negative
There is a smear of something on the color wrap of both pilsner coolers. It’s noticeable so I don’t know why it was shipped. I spent close to $80 on 2 Pilsner coolers. I would have expected better quality. I should have returned them.,Negative
"Came destroyed, probably not the maker but still very disappointed",Negative
I could have printed this off of my own printer. Not worth the money.,Negative
"Miniature sized, like a toy.",Negative
"On the bottom stud you see the prong is not covering a big part of the stone, yes it is also loose.  I can and have been approved for return but I have to pay shipping for a unusable product, not cool.",Negative
Mother’s Day gift that looked beautiful. But unfortunately quality was not poor. I returned the earrings much to my mother’s disappointment after the clasp broke off just as she was putting them on for the first time.,Negative
"This item is of poor quality and is so much smallest than depicted on the site. On top of that you have to pay to return the item. If I knew that i would have never purchased the item. Additionally, the item is not worth the price. Amazon should not allow venders like this on the site as they diminish your brand.",Negative
"The description is misleading.  It's just a poster, no foam backing. The pics should show such.",Negative
"A friend bought these for me for my recent birthday. The image was originally three bears. After rcpt, the image shows four, but the description still says three pieces. The seller refused to ship the missing pic (blue). So, now I have an incomplete set.",Negative
Way overpriced! Not recommended at all for this price. Should be around six dollars max!,Negative
It tarnished and turned my neck green.,Negative
It is not worth the money,Negative
"Turned my finger black after 2 days, not good quality, do not buy",Negative
Not what expected.,Negative
Had I seen this at a craft show I would never expect it to be at the most 30.00. This is a major rip off. My board as unstained places which in no way is the grain of the wood. It is a board with 2 pieces of wood nailed on each end with 2 cheap handles. No idea how the initial and decoration was added. But it had no depth and appears willl easily fade with cleaning. I was planning even at the high price to give my family members each one for Christmas. Not now. Maybe my board is defective and if the seller sees and reads this and is willing to make me one that does not look like it was made by 5 year old then my mind could be changed. But for now I can only say do not waste your money. It is a high price rip off,Negative
plastic trash nothing like whats shown for discription,Negative
"Not a picture of the Patent.  This is misleading. Across the top, there is the words “Mickey mouse patent” in large letters, but what is behind it is just a dictionary page image of where the word “Patent” would fall.  It’s dumb. I’m disappointed and they have somehow hidden all of their reviews that aren’t 5 stars.",Negative
Do yourself the favor of making your own for about ten dollars worth of dollar store supplies . This price is a joke.,Negative
I wasn't happy with the product,Negative
"2nd day of wearing,this bracelet broke loose of the fastener",Negative
I ordered this product and the one piece I got is beautiful. Unfortunately I am missing three more pieces. I am going to try to reach out to the company to get my other three pieces.,Negative
It wasn't bad but it wasn't that good for the price.. I was going to gift it to my mom for her birthday but changed my mind because of the fakeness of the plastic looking stone .. I just put it away.. 👎,Negative
Very cheap looks like a kids necklace,Negative
Pretty design not worth the price.,Negative
Defective - One stone had large brownish blemish - Returned and NO REFUND - They lost the returned item !,Negative
"This is the 7th ring I purchased from this seller and I absolutely love her work.  It’s the color of this ring, it just looks cheap.  I was sad to leave this review cause I truly love every other ring I bought, but I have to give an honest review.",Negative
"I really did love the earrings, unfortunately, I lost one the 2 nd day I wore them. The back had come loose earlier that day, but I felt it. The next time, I didn’t even know until someone said it was missing. So bummed.",Negative
Don't buy,Negative
This was very poor quality. I have never ordered something online and been so disappointed now the seller won’t respond to return item,Negative
"Made incredibly cheaply for $12 earrings. Didn't even get them out of the box before 1 broke & 2nd one broke before I could even clasp it. Also, colors are not what the pics show. An all around disappointment.",Negative
I bought these earnings for my husband.  They looked very nice but didn’t last long they ended up breaking in a month. The stone fell out and the pin that goes in your ear fell right through where the stone goes. Not made well. Sad cause they are not that cheap of a price to not last longer than a month. I wouldn’t buy them again sadly. Don’t recommend.,Negative
Impossible to put on,Negative
I bought this for my kid for school to help her stay focused. It still worked iyt for her but only lasted 2 days when it broke off.,Negative
It was used. There was blood or something similar on the earing and it was already bent. Really disgusting!! 🤮,Negative
"Make sure you read the description well. Much, much smaller than I realized.",Negative
"I love the idea and look. BUT, the small wooden post used to go through the ear lobe was lodged so tightly I had to put pressure on the end, resulting in it becoming splintered at the tip. Never got a chance to actually wear them but hoping to replace the post with a plastic rod, if I can find the right size.",Negative
They obviously rely on people not reading between the lines. High quality photo means thick paper. It was put in a slightly thicker envelope. This of course bent easily. Even if it arrived unblemished it isn't worth $10. Shame on me for buying it.,Negative
"I loved the necklace and it arrived in pretty good timing. However, stating that it's &#34;silver&#34; is a little misleading as it is all tarnished and dull and even turning green  ;( it can't be cleaned or polished back to it's luster ...?? I'm disappointed in the price for the quality that was received, as I do not believe it is real silver .....",Negative
This is the poorest quality moonstone I have seen in a long time plus the black flaws are very ugly,Negative
"The scent lasts through several uses, but the scent is more like a soap than Eucalyptus/Mint. I don't smell either.",Negative
Had a large stain on the front of towel.,Negative
"I was very disappointed when I received these items, you could barely see the image of Muhammad Ali! I would advise everyone to keep thei money!<br /><br />These items weren't terribly expensive, but money best spent on other memorabilia!",Negative
"The earrings were not the same as the ones pictured- very disappointing. Also, the wire that goes through the earlobe was too thick and hurt my ears. I do not recommend.",Negative
Liked it until I got an infection from it. Disappointed in it.,Negative
These are cool but very cheaply made for the price I paid for them. Obviously they are just a pressed imprint which is still pretty cool however I got my set with only two different prints. I got 4 all the same and then 1 single. Also i chose to out mod podge ocer these so that the wood woulsnt stain so much. Cool set but really not worth what I paid .,Negative
"Earring looks pretty. You open up to put in your ear and it’s jagged, not cut smooth etc. No matter how cheap this is, it’s not worth it. Steer clear!",Negative
After 2 weeks sticker is coming off.,Negative
Was not as advertised disappointing!!,Negative
My husband bought me this and I tried to put it on and it t broke immediately!!!! Piece of junk. Doesn’t even deserve a star,Negative
I've emailed this retailer twice with questions and no response.  My daughters name decal wasn't as great as I was hoping for so I emailed asking questions about the first letter not looking like a capital letter.  No response and the size is n what I paid for.<br />Horrible customser service!,Negative
Ordered shirts for a girls weekends. They were late! So I requested a refund and she decline it ! Due to health and personal problems!!!! Shirts were see through and weren’t even close to the colors online. Would not recommend,Negative
These are 4 printed pictures on photo paper. Nothing special and you will have to finde frames for them,Negative
The product picture is much more crisp that what I received.,Negative
I was very excited to see this music box however I had no idea it was so tiny!  Cute trinket though,Negative
Dont buy or make fool of yourself,Negative
Very small,Negative
"The idea is great, the Mail Carrier like it EXCEPT whn exposed to a couple of days of rain, it begins to rust and after a few more days, it is unreadable and ugly!  Should be waterproofed since is purpose is to be outside. Duh!",Negative
Love the necklace however clasp brokensecond time wore it. I am very careful and small.  It didn’t last.  If it had lasted would have rated higher. Love the look of necklace but doesn’t do any goidnif I cannot wear it,Negative
One of the products blew up in the packaging and was all over everything,Negative
"The idea is fantastic but……. The ring stands too tall, *way* too tall, and the prongs on the underside stone cut into my finger and actually made me bleed.  It really is beautiful and I love the idea but the design simply doesn’t work.  I can’t even recommend it for costume jewelry because it stands so tall.",Negative
"Tiny,  thin,  wish I didn't buy.",Negative
Not even close to the description!!! There are no double strands. I got a dinky bracelet that is not even the same style as the one pictured!!!,Negative
Won’t stay in the ear,Negative
"The vibrant colors which appear in the product photo are not present in the bracelet. My simple advice is ""save your money"" for a crafts fair or make one yourself. It looks cheap, feels cheap, and IS cheap...and I am just not that picky,",Negative
"There is no way to adjust to bracelet, it just falls off my wrist. If it fit it would be cute, but I have to return it.",Negative
I’m not allergic to gold this was obviously not actual gold!,Negative
Needed item on day they say be delivered comes in 3 days later and have no use for the item and refuse to take the return plus item not as describe beware,Negative
It’s like a piece of cardboard with a computer print out ...,Negative
"These were meant to look vintage, and looked really good in the photos on Amazon. These are printed on glossy photo paper. Not at all what the description stated as ""Vintage"". If they were not for a Bosses day gift, and I had more time, I would have returned them.",Negative
Definitely not of good quality. Not as expected.,Negative
Repackaged<br />Super disappointed,Negative
I expected the print and the paper that the signage was printed on to be of better quality.  I will have to mount it on card stock and then frame it.  I was a little disappointed.,Negative
"At first loved this, then had a severe allergic reaction. I started to use this at night to sooth my dry hands cuticles . I loved the scent and very relaxing for nighttime.  Then I thought to put it in my neck and chest so I could inhale the relaxing scent , oops! My throat  began to swell I immediately washed it off took Benadryl, I also broke out in hives . Wasn’t for me not sure what ingredient caused the reaction, if you have allergies  be careful",Negative
Very disappointed in this product inscription was a very faded black as well as the colors in the flowers.  Not at all like the example.<br />Definitely not worth the price.,Negative
"Not color as pictured! Should be light blue! It’s more like a wierd denim color, not attractive!",Negative
